Nombre,Apellido,Correo,Telefono,Ciudad
María,Rodríguez,maría.rodríguez@gmail.com,3102109815,Manizales
Andrea,Martínez,andrea.martínez@yahoo.com,3033592293,Cúcuta
Ana,López,ana.lópez@outlook.com,3196173505,Cali
Andrea,Torres,andrea.torres@hotmail.com,3149354133,Santa Marta
Juan,García,juan.garcía@yahoo.com,3094226412,Barranquilla
Luis,López,luis.lópez@yahoo.com,3124248283,Cartagena
Juan,Torres,juan.torres@outlook.com,3067157080,Cali
Luis,Rodríguez,luis.rodríguez@utb.edu.co,3000306830,Bogotá
Javier,Gómez,javier.gómez@yahoo.com,3098883556,Cali
Pedro,Díaz,pedro.díaz@utb.edu.co,3167581949,Cali
Juan,Pérez,juan.pérez@outlook.com,3055300796,Cartagena
María,García,maría.garcía@utb.edu.co,3196564816,Bogotá
Ana,Martínez,ana.martínez@outlook.com,3127000783,Barranquilla
Luis,Fernández,luis.fernández@gmail.com,3008883350,Cúcuta
Sofía,Martínez,sofía.martínez@gmail.com,3042971090,Barranquilla
Andrea,López,andrea.lópez@hotmail.com,3116752210,Cali
Pedro,Díaz,pedro.díaz@outlook.com,3118458127,Cali
Andrea,Ruiz,andrea.ruiz@hotmail.com,3183852104,Manizales
Patricia,Fernández,patricia.fernández@gmail.com,3003533026,Pereira
Javier,Torres,javier.torres@outlook.com,3150545757,Bucaramanga
Juan,García,juan.garcía@outlook.com,3121391788,Manizales
Ana,Fernández,ana.fernández@outlook.com,3128746391,Medellín
Pedro,Díaz,pedro.díaz@gmail.com,3134999747,Cúcuta
Sofía,García,sofía.garcía@outlook.com,3079131150,Santa Marta
María,Rodríguez,maría.rodríguez@yahoo.com,3040017364,Cúcuta
Javier,Torres,javier.torres@gmail.com,3075350644,Cartagena
Andrea,Gómez,andrea.gómez@gmail.com,3037706028,Bogotá
Javier,López,javier.lópez@outlook.com,3115940766,Barranquilla
Andrea,Pérez,andrea.pérez@hotmail.com,3118604722,Bucaramanga
Andrea,López,andrea.lópez@hotmail.com,3051585801,Bucaramanga
Ana,García,ana.garcía@outlook.com,3193460270,Pereira
Sofía,Rodríguez,sofía.rodríguez@utb.edu.co,3061992480,Medellín
Andrea,Díaz,andrea.díaz@yahoo.com,3054283468,Santa Marta
Javier,García,javier.garcía@hotmail.com,3201979898,Medellín
Andrea,Díaz,andrea.díaz@gmail.com,3161636745,Cartagena
Pedro,López,pedro.lópez@outlook.com,3045823156,Cali
Juan,Gómez,juan.gómez@utb.edu.co,3000578071,Manizales
Juan,Díaz,juan.díaz@gmail.com,3172874909,Cali
Javier,Gómez,javier.gómez@gmail.com,3166935546,Santa Marta
Patricia,Ruiz,patricia.ruiz@yahoo.com,3173483773,Pereira
Ana,López,ana.lópez@gmail.com,3160824923,Santa Marta
Javier,Fernández,javier.fernández@utb.edu.co,3037443249,Cúcuta
Carlos,Pérez,carlos.pérez@yahoo.com,3028005319,Cartagena
Carlos,Pérez,carlos.pérez@outlook.com,3067953244,Medellín
Andrea,Martínez,andrea.martínez@gmail.com,3198265067,Barranquilla
Sofía,García,sofía.garcía@gmail.com,3111465540,Cúcuta
Juan,García,juan.garcía@hotmail.com,3105110193,Pereira
Javier,Gómez,javier.gómez@yahoo.com,3056174236,Cúcuta
María,López,maría.lópez@hotmail.com,3036000011,Pereira
Carlos,Gómez,carlos.gómez@outlook.com,3114335367,Medellín
Juan,Perez,juan@perez.com,23453245634,Cartago
Juan,Perez,jpere@utb.edu.co,300334533,Cartago
Juana,De Arco,jdearco@utb.edu.co,3003074187,Cartagena
Juan Camilo,Perez,juan@perez.com,342342342,Cartagena
Juan Camilo,Perez Gonzalez,juan@perez.com,897263578238,Cartagena
Juan Manuel,Gomez,jmgomez@utb.edu.co,231472398431,Cartagena
Juan Manuel,Gomez,jmgomez@utb.edu.co,231472398431,Cartagena
Ana,López,ana.lópez@utb.edu.co,3167013562,Medellín
Daniela,Pérez,daniela.pérez@utb.edu.co,3050482053,Cúcuta
Pedro,Ruiz,pedro.ruiz@hotmail.com,3071163913,Medellín
Luis,López,luis.lópez@yahoo.com,3140500512,Medellín
Sofía,Martínez,sofía.martínez@gmail.com,3012857748,Bucaramanga
Camila,Fernández,camila.fernández@gmail.com,3074049553,Bucaramanga
Luis,Pérez,luis.pérez@yahoo.com,3103883041,Bogotá
Daniela,López,daniela.lópez@utb.edu.co,3150191836,Bucaramanga
Andrés,Ruiz,andrés.ruiz@utb.edu.co,3018183397,Medellín
Ana,López,ana.lópez@utb.edu.co,3183581551,Bucaramanga
Luis,Gómez,luis.gómez@yahoo.com,3062845285,Cartagena
Sofía,Rodríguez,sofía.rodríguez@hotmail.com,3183839622,Santa Marta
Carlos,Martínez,carlos.martínez@gmail.com,3184230578,Manizales
Carlos,Gómez,carlos.gómez@gmail.com,3072259647,Pereira
Pedro,Ruiz,pedro.ruiz@gmail.com,3136351516,Bucaramanga
Pedro,López,pedro.lópez@yahoo.com,3029521801,Bogotá
Luis,Martínez,luis.martínez@utb.edu.co,3068421212,Barranquilla
Ana,Fernández,ana.fernández@hotmail.com,3163864649,Pereira
Ana,Rodríguez,ana.rodríguez@yahoo.com,3035344211,Pereira
Camila,Rodríguez,camila.rodríguez@utb.edu.co,3074011494,Bogotá
Ana,Ramírez,ana.ramírez@yahoo.com,3039698678,Cartagena
Pedro,López,pedro.lópez@gmail.com,3023258096,Santa Marta
María,Sánchez,maría.sánchez@gmail.com,3155645904,Bogotá
Laura,Sánchez,laura.sánchez@hotmail.com,3103969640,Bogotá
Ana,López,ana.lópez@hotmail.com,3153194029,Cúcuta
Carlos,Gómez,carlos.gómez@utb.edu.co,3077155528,Cali
Pedro,López,pedro.lópez@utb.edu.co,3147259831,Pereira
María,Martínez,maría.martínez@gmail.com,3138648882,Medellín
María,Sánchez,maría.sánchez@hotmail.com,3027443024,Bogotá
Pedro,López,pedro.lópez@utb.edu.co,3033084185,Bogotá
María,Martínez,maría.martínez@utb.edu.co,3069029527,Cali
María,Martínez,maría.martínez@utb.edu.co,3018559607,Manizales
Sofía,Rodríguez,sofía.rodríguez@gmail.com,3101150333,Santa Marta
Luis,Torres,luis.torres@gmail.com,3125486462,Barranquilla
Sofía,Rodríguez,sofía.rodríguez@yahoo.com,3029472985,Cartagena
Camila,Fernández,camila.fernández@hotmail.com,3176208800,Barranquilla
Camila,Sánchez,camila.sánchez@utb.edu.co,3133060733,Cali
María,López,maría.lópez@hotmail.com,3020014024,Pereira
Daniela,Ruiz,daniela.ruiz@hotmail.com,3178192807,Pereira
Daniela,Sánchez,daniela.sánchez@utb.edu.co,3098839904,Manizales
Daniela,Ruiz,daniela.ruiz@utb.edu.co,3030306532,Cartagena
Andrés,Rodríguez,andrés.rodríguez@yahoo.com,3030617348,Cali
Daniela,Fernández,daniela.fernández@gmail.com,3087530341,Cartagena
Ana,Sánchez,ana.sánchez@utb.edu.co,3031809273,Bucaramanga
Camila,López,camila.lópez@gmail.com,3182464564,Cartagena
Daniela,Ruiz,daniela.ruiz@utb.edu.co,3082757931,Pereira
Sofía,Ruiz,sofía.ruiz@yahoo.com,3124406449,Cartagena
Luis,Pérez,luis.pérez@yahoo.com,3092897748,Cartagena
Daniela,Torres,daniela.torres@hotmail.com,3116368093,Cartagena
María,Rodríguez,maría.rodríguez@gmail.com,3127032266,Cúcuta
Camila,Ramírez,camila.ramírez@hotmail.com,3131767615,Cúcuta
María,Ruiz,maría.ruiz@yahoo.com,3145933951,Manizales
Ana,Martínez,ana.martínez@utb.edu.co,3001815642,Bogotá
Daniela,Gómez,daniela.gómez@gmail.com,3154080286,Bogotá
Luis,López,luis.lópez@hotmail.com,3042844262,Bucaramanga
Sofía,Gómez,sofía.gómez@utb.edu.co,3195296753,Medellín
Andrés,Ramírez,andrés.ramírez@utb.edu.co,3146943314,Cúcuta
Daniela,López,daniela.lópez@utb.edu.co,3076172829,Pereira
Sofía,Sánchez,sofía.sánchez@hotmail.com,3102788314,Medellín
Ana,Pérez,ana.pérez@hotmail.com,3129200981,Manizales
Camila,Martínez,camila.martínez@yahoo.com,3092103887,Santa Marta
Daniela,Fernández,daniela.fernández@utb.edu.co,3100244911,Barranquilla
Camila,Martínez,camila.martínez@gmail.com,3175878933,Bucaramanga
María,Rodríguez,maría.rodríguez@utb.edu.co,3058254789,Barranquilla
María,Ruiz,maría.ruiz@gmail.com,3072635974,Barranquilla
Ana,Ramírez,ana.ramírez@utb.edu.co,3097447729,Bucaramanga
Andrés,Torres,andrés.torres@hotmail.com,3121500928,Medellín
Andrés,Martínez,andrés.martínez@utb.edu.co,3192644618,Barranquilla
Ana,López,ana.lópez@gmail.com,3106174457,Bogotá
Ana,Fernández,ana.fernández@hotmail.com,3125618424,Bogotá
Sofía,Sánchez,sofía.sánchez@gmail.com,3019406318,Santa Marta
Daniela,Sánchez,daniela.sánchez@yahoo.com,3008840381,Cúcuta
Camila,Ruiz,camila.ruiz@utb.edu.co,3028345139,Manizales
Andrés,Ramírez,andrés.ramírez@yahoo.com,3040433835,Barranquilla
Camila,Torres,camila.torres@yahoo.com,3051570425,Cartagena
Ana,Pérez,ana.pérez@yahoo.com,3196312153,Manizales
Laura,Martínez,laura.martínez@yahoo.com,3062489900,Manizales
Daniela,Ramírez,daniela.ramírez@utb.edu.co,3032897648,Santa Marta
Pedro,Fernández,pedro.fernández@yahoo.com,3146394455,Pereira
Laura,Ruiz,laura.ruiz@utb.edu.co,3157514518,Santa Marta
María,Rodríguez,maría.rodríguez@utb.edu.co,3176534792,Bucaramanga
Ana,Gómez,ana.gómez@utb.edu.co,3023866413,Pereira
Ana,Gómez,ana.gómez@utb.edu.co,3049039078,Manizales
Camila,Ruiz,camila.ruiz@yahoo.com,3186297581,Cartagena
Sofía,Martínez,sofía.martínez@yahoo.com,3105373226,Bucaramanga
Laura,Ramírez,laura.ramírez@gmail.com,3046233506,Santa Marta
Sofía,Ruiz,sofía.ruiz@yahoo.com,3104922849,Barranquilla
Carlos,Martínez,carlos.martínez@utb.edu.co,3042561226,Manizales
Sofía,Martínez,sofía.martínez@utb.edu.co,3143782949,Bogotá
María,Rodríguez,maría.rodríguez@gmail.com,3082565839,Bucaramanga
Laura,Martínez,laura.martínez@yahoo.com,3048209728,Barranquilla
Sofía,López,sofía.lópez@gmail.com,3062362462,Pereira
Laura,Ruiz,laura.ruiz@hotmail.com,3099846729,Cúcuta
Andrés,Gómez,andrés.gómez@gmail.com,3188766417,Santa Marta
Luis,Ruiz,luis.ruiz@gmail.com,3146767742,Bucaramanga
Laura,Ruiz,laura.ruiz@hotmail.com,3004284558,Santa Marta
Carlos,López,carlos.lópez@yahoo.com,3129514287,Bucaramanga
Daniela,Martínez,daniela.martínez@gmail.com,3016821752,Barranquilla
Laura,Martínez,laura.martínez@gmail.com,3070416569,Medellín
Pedro,Martínez,pedro.martínez@utb.edu.co,3059472597,Barranquilla
Ana,Martínez,ana.martínez@yahoo.com,3074926720,Barranquilla
Carlos,López,carlos.lópez@utb.edu.co,3051114995,Barranquilla
Carlos,Fernández,carlos.fernández@hotmail.com,3107118110,Cali
María,Fernández,maría.fernández@hotmail.com,3163674895,Pereira
Camila,Pérez,camila.pérez@gmail.com,3013571752,Cúcuta
Daniela,Ramírez,daniela.ramírez@yahoo.com,3192418153,Cali
Camila,López,camila.lópez@gmail.com,3000435905,Bucaramanga
María,Gómez,maría.gómez@yahoo.com,3021109879,Bogotá
Camila,Sánchez,camila.sánchez@yahoo.com,3127298913,Santa Marta
Luis,Martínez,luis.martínez@utb.edu.co,3041648573,Medellín
Andrés,Sánchez,andrés.sánchez@gmail.com,3025956310,Cartagena
Carlos,Sánchez,carlos.sánchez@hotmail.com,3090587992,Bogotá
Pedro,Martínez,pedro.martínez@yahoo.com,3069321361,Cali
Pedro,Ruiz,pedro.ruiz@gmail.com,3086148380,Barranquilla
Sofía,Gómez,sofía.gómez@hotmail.com,3049368137,Bucaramanga
Carlos,Pérez,carlos.pérez@gmail.com,3178279118,Barranquilla
María,Rodríguez,maría.rodríguez@hotmail.com,3041074721,Bucaramanga
Luis,Martínez,luis.martínez@utb.edu.co,3080074192,Pereira
Daniela,Sánchez,daniela.sánchez@utb.edu.co,3049451084,Bucaramanga
Daniela,Rodríguez,daniela.rodríguez@gmail.com,3059741068,Cúcuta
Sofía,Rodríguez,sofía.rodríguez@utb.edu.co,3081387669,Pereira
Ana,Ramírez,ana.ramírez@hotmail.com,3048403158,Cartagena
Sofía,Rodríguez,sofía.rodríguez@hotmail.com,3017433687,Manizales
Ana,Martínez,ana.martínez@gmail.com,3066137617,Pereira
Carlos,Ramírez,carlos.ramírez@utb.edu.co,3149878668,Manizales
Camila,Pérez,camila.pérez@yahoo.com,3056463241,Bogotá
Pedro,Ramírez,pedro.ramírez@gmail.com,3075945664,Santa Marta
Ana,Ramírez,ana.ramírez@hotmail.com,3082416312,Cartagena
Pedro,Pérez,pedro.pérez@yahoo.com,3141974694,Cali
Carlos,Ramírez,carlos.ramírez@utb.edu.co,3072223802,Barranquilla
Pedro,Martínez,pedro.martínez@utb.edu.co,3177744551,Manizales
Andrés,Gómez,andrés.gómez@yahoo.com,3049492712,Cali
Ana,Ruiz,ana.ruiz@yahoo.com,3018061571,Bogotá
Luis,Sánchez,luis.sánchez@hotmail.com,3055185092,Bucaramanga
Sofía,Pérez,sofía.pérez@utb.edu.co,3111703571,Santa Marta
Luis,Rodríguez,luis.rodríguez@utb.edu.co,3042923845,Bogotá
María,Pérez,maría.pérez@gmail.com,3034760619,Santa Marta
Sofía,Rodríguez,sofía.rodríguez@hotmail.com,3123299513,Manizales
Luis,Torres,luis.torres@utb.edu.co,3182277459,Medellín
Camila,Ramírez,camila.ramírez@yahoo.com,3118024147,Manizales
Pedro,Gómez,pedro.gómez@gmail.com,3021148280,Pereira
Andrés,Pérez,andrés.pérez@yahoo.com,3055030819,Medellín
Laura,Ruiz,laura.ruiz@gmail.com,3190647621,Manizales
María,Ruiz,maría.ruiz@gmail.com,3054170271,Cartagena
Andrés,Fernández,andrés.fernández@hotmail.com,3158215770,Manizales
María,Pérez,maría.pérez@yahoo.com,3104535735,Barranquilla
Camila,Sánchez,camila.sánchez@hotmail.com,3104937656,Medellín
Laura,Fernández,laura.fernández@hotmail.com,3098362884,Cúcuta
Andrés,Gómez,andrés.gómez@yahoo.com,3084457934,Medellín
Sofía,Sánchez,sofía.sánchez@gmail.com,3007281550,Pereira
Luis,Martínez,luis.martínez@yahoo.com,3189395820,Santa Marta
Daniela,Gómez,daniela.gómez@yahoo.com,3197272976,Bucaramanga
Laura,Ruiz,laura.ruiz@gmail.com,3093195450,Bucaramanga
Daniela,Pérez,daniela.pérez@gmail.com,3005900832,Manizales
Pedro,Gómez,pedro.gómez@gmail.com,3043083409,Bucaramanga
Laura,Ruiz,laura.ruiz@yahoo.com,3188244705,Bogotá
Luis,Martínez,luis.martínez@hotmail.com,3088820639,Bogotá
Ana,Gómez,ana.gómez@hotmail.com,3051104035,Santa Marta
Sofía,Gómez,sofía.gómez@gmail.com,3152089860,Bogotá
María,Rodríguez,maría.rodríguez@yahoo.com,3183504864,Cartagena
Sofía,Fernández,sofía.fernández@hotmail.com,3168104996,Cali
Carlos,Martínez,carlos.martínez@yahoo.com,3114903029,Manizales
Pedro,Pérez,pedro.pérez@gmail.com,3160029189,Santa Marta
Camila,Gómez,camila.gómez@hotmail.com,3137708234,Santa Marta
Camila,Ramírez,camila.ramírez@hotmail.com,3098345926,Cartagena
Daniela,Gómez,daniela.gómez@yahoo.com,3025853562,Manizales
Camila,Sánchez,camila.sánchez@yahoo.com,3087590703,Bogotá
María,López,maría.lópez@utb.edu.co,3121234750,Cali
Sofía,Torres,sofía.torres@hotmail.com,3167533666,Cali
Laura,Gómez,laura.gómez@yahoo.com,3194065992,Medellín
Laura,Sánchez,laura.sánchez@yahoo.com,3134368226,Santa Marta
María,Fernández,maría.fernández@gmail.com,3028757020,Cali
Camila,Sánchez,camila.sánchez@hotmail.com,3186573816,Pereira
Luis,Sánchez,luis.sánchez@hotmail.com,3096322789,Cúcuta
Sofía,Torres,sofía.torres@gmail.com,3054509076,Cali
Carlos,Pérez,carlos.pérez@yahoo.com,3094939560,Pereira
Sofía,Rodríguez,sofía.rodríguez@utb.edu.co,3196789183,Manizales
Sofía,López,sofía.lópez@utb.edu.co,3190709981,Pereira
Ana,Pérez,ana.pérez@gmail.com,3010644146,Barranquilla
Andrés,Torres,andrés.torres@yahoo.com,3045592246,Medellín
María,Sánchez,maría.sánchez@gmail.com,3176612456,Bogotá
Andrés,Ruiz,andrés.ruiz@gmail.com,3072169367,Manizales
Pedro,Fernández,pedro.fernández@hotmail.com,3085912975,Cúcuta
Sofía,Pérez,sofía.pérez@yahoo.com,3137815209,Medellín
María,López,maría.lópez@hotmail.com,3157496904,Bucaramanga
Ana,Ramírez,ana.ramírez@gmail.com,3124378397,Medellín
Carlos,Martínez,carlos.martínez@utb.edu.co,3029113440,Cali
Laura,Ramírez,laura.ramírez@hotmail.com,3102504244,Bucaramanga
María,Rodríguez,maría.rodríguez@utb.edu.co,3086481062,Bogotá
Carlos,Pérez,carlos.pérez@hotmail.com,3019147550,Bucaramanga
Sofía,Torres,sofía.torres@gmail.com,3031293912,Cúcuta
María,Gómez,maría.gómez@yahoo.com,3000319189,Manizales
Laura,Ruiz,laura.ruiz@gmail.com,3142202227,Barranquilla
Ana,Fernández,ana.fernández@yahoo.com,3190692896,Cúcuta
Ana,Ruiz,ana.ruiz@gmail.com,3105633863,Cali
Luis,Ruiz,luis.ruiz@utb.edu.co,3048799715,Bucaramanga
Ana,Ruiz,ana.ruiz@utb.edu.co,3171284367,Medellín
Daniela,Fernández,daniela.fernández@utb.edu.co,3135072524,Medellín
Daniela,Torres,daniela.torres@hotmail.com,3080977304,Santa Marta
Laura,Torres,laura.torres@yahoo.com,3056166081,Santa Marta
Carlos,Ruiz,carlos.ruiz@gmail.com,3065619642,Cúcuta
María,Sánchez,maría.sánchez@gmail.com,3024715040,Barranquilla
Laura,Martínez,laura.martínez@hotmail.com,3056608931,Barranquilla
María,Rodríguez,maría.rodríguez@gmail.com,3160066695,Pereira
Pedro,Ramírez,pedro.ramírez@hotmail.com,3048593855,Medellín
Daniela,López,daniela.lópez@utb.edu.co,3114623903,Cúcuta
Luis,Torres,luis.torres@gmail.com,3015244560,Cúcuta
Laura,Ramírez,laura.ramírez@yahoo.com,3022877267,Bucaramanga
Sofía,López,sofía.lópez@gmail.com,3065757955,Pereira
Camila,Fernández,camila.fernández@gmail.com,3131189561,Cali
Pedro,Fernández,pedro.fernández@utb.edu.co,3084395358,Bucaramanga
Camila,López,camila.lópez@hotmail.com,3002745502,Manizales
Daniela,Sánchez,daniela.sánchez@hotmail.com,3122616592,Barranquilla
Daniela,López,daniela.lópez@utb.edu.co,3173993466,Medellín
Camila,Rodríguez,camila.rodríguez@yahoo.com,3093088757,Santa Marta
Sofía,López,sofía.lópez@yahoo.com,3190488241,Bucaramanga
Pedro,Gómez,pedro.gómez@gmail.com,3116492340,Pereira
Laura,Sánchez,laura.sánchez@hotmail.com,3163183658,Cartagena
Andrés,Torres,andrés.torres@utb.edu.co,3064654574,Barranquilla
Daniela,Sánchez,daniela.sánchez@hotmail.com,3059373707,Cartagena
Camila,Martínez,camila.martínez@hotmail.com,3082141955,Barranquilla
Daniela,Ruiz,daniela.ruiz@hotmail.com,3147575279,Bogotá
Andrés,Pérez,andrés.pérez@gmail.com,3153747300,Bogotá
Andrés,Rodríguez,andrés.rodríguez@hotmail.com,3094942790,Medellín
Camila,Fernández,camila.fernández@utb.edu.co,3073248271,Pereira
María,Ramírez,maría.ramírez@utb.edu.co,3073389889,Manizales
Luis,Ramírez,luis.ramírez@hotmail.com,3143777163,Cúcuta
Andrés,López,andrés.lópez@gmail.com,3098941686,Cali
Carlos,Pérez,carlos.pérez@yahoo.com,3108209977,Manizales
Sofía,Rodríguez,sofía.rodríguez@hotmail.com,3094339531,Manizales
Carlos,Fernández,carlos.fernández@hotmail.com,3145408637,Pereira
Daniela,Martínez,daniela.martínez@utb.edu.co,3095179470,Medellín
María,Torres,maría.torres@hotmail.com,3048151541,Medellín
Daniela,Martínez,daniela.martínez@utb.edu.co,3003749671,Barranquilla
Ana,Martínez,ana.martínez@gmail.com,3113458811,Manizales
María,Fernández,maría.fernández@gmail.com,3069956268,Medellín
Carlos,Pérez,carlos.pérez@gmail.com,3080654924,Cartagena
Sofía,Pérez,sofía.pérez@gmail.com,3037538495,Cali
Daniela,Sánchez,daniela.sánchez@yahoo.com,3165828103,Bogotá
María,Fernández,maría.fernández@hotmail.com,3042048597,Pereira
Camila,Pérez,camila.pérez@utb.edu.co,3037981579,Manizales
Carlos,Gómez,carlos.gómez@hotmail.com,3104951472,Cúcuta
Ana,Sánchez,ana.sánchez@utb.edu.co,3087199494,Cúcuta
Laura,Fernández,laura.fernández@yahoo.com,3192228342,Santa Marta
Laura,Pérez,laura.pérez@yahoo.com,3111533548,Cali
Laura,Ramírez,laura.ramírez@utb.edu.co,3098870150,Pereira
Pedro,Fernández,pedro.fernández@hotmail.com,3065823785,Bucaramanga
Andrés,Martínez,andrés.martínez@gmail.com,3067111296,Bogotá
Camila,Ruiz,camila.ruiz@gmail.com,3157133926,Barranquilla
Carlos,Torres,carlos.torres@yahoo.com,3053490203,Manizales
María,Fernández,maría.fernández@utb.edu.co,3081487963,Bucaramanga
Camila,Sánchez,camila.sánchez@yahoo.com,3132405852,Cúcuta
Camila,Fernández,camila.fernández@hotmail.com,3098392107,Cúcuta
Sofía,Martínez,sofía.martínez@hotmail.com,3001500673,Medellín
Luis,Ramírez,luis.ramírez@hotmail.com,3153069532,Manizales
Sofía,Ruiz,sofía.ruiz@hotmail.com,3023199057,Medellín
Carlos,Gómez,carlos.gómez@gmail.com,3164983955,Manizales
Andrés,Fernández,andrés.fernández@hotmail.com,3116384704,Manizales
Ana,Pérez,ana.pérez@utb.edu.co,3064039974,Santa Marta
Andrés,López,andrés.lópez@hotmail.com,3069134629,Santa Marta
Carlos,Ramírez,carlos.ramírez@hotmail.com,3008057947,Bucaramanga
Pedro,Martínez,pedro.martínez@gmail.com,3168941357,Cali
Pedro,Torres,pedro.torres@hotmail.com,3006537394,Pereira
Laura,Martínez,laura.martínez@yahoo.com,3163818896,Santa Marta
Pedro,López,pedro.lópez@gmail.com,3094371200,Barranquilla
Ana,Pérez,ana.pérez@gmail.com,3076927488,Bogotá
Ana,Gómez,ana.gómez@hotmail.com,3051491619,Pereira
Carlos,Ruiz,carlos.ruiz@hotmail.com,3063454984,Bucaramanga
Carlos,Fernández,carlos.fernández@gmail.com,3045570605,Manizales
María,Sánchez,maría.sánchez@yahoo.com,3075712244,Santa Marta
Ana,Gómez,ana.gómez@gmail.com,3065687720,Medellín
Daniela,López,daniela.lópez@hotmail.com,3119237970,Pereira
Pedro,Ramírez,pedro.ramírez@gmail.com,3071892181,Medellín
Pedro,Torres,pedro.torres@utb.edu.co,3017455177,Pereira
Andrés,Torres,andrés.torres@gmail.com,3177281150,Cali
Ana,Fernández,ana.fernández@gmail.com,3118257696,Bogotá
Carlos,Gómez,carlos.gómez@hotmail.com,3051167690,Cali
Ana,Pérez,ana.pérez@utb.edu.co,3195835264,Cúcuta
Camila,Gómez,camila.gómez@utb.edu.co,3136717735,Medellín
Pedro,Torres,pedro.torres@hotmail.com,3004637413,Medellín
Daniela,Sánchez,daniela.sánchez@gmail.com,3043444275,Pereira
Carlos,Rodríguez,carlos.rodríguez@gmail.com,3196370268,Cali
Carlos,Rodríguez,carlos.rodríguez@utb.edu.co,3001068376,Santa Marta
Carlos,Torres,carlos.torres@yahoo.com,3134552087,Medellín
Carlos,Martínez,carlos.martínez@gmail.com,3117168587,Cúcuta
Daniela,Torres,daniela.torres@gmail.com,3010887246,Cúcuta
Camila,Ramírez,camila.ramírez@gmail.com,3192088205,Cali
Daniela,Ramírez,daniela.ramírez@hotmail.com,3141868174,Barranquilla
Andrés,Torres,andrés.torres@gmail.com,3027463277,Santa Marta
María,Ramírez,maría.ramírez@utb.edu.co,3057598546,Cartagena
Ana,Torres,ana.torres@utb.edu.co,3166863940,Barranquilla
Laura,Torres,laura.torres@utb.edu.co,3075472973,Santa Marta
Laura,Fernández,laura.fernández@yahoo.com,3061470716,Barranquilla
